CustomerID,CustomerTypeID,Name,DateOfBirth,RegistrationDate,TIN,ContactInfo
106,1,НПО «Наумова»,2003-11-22,,026083617101,8 885 846 9274
107,1,"НПО «Воронова, Харитонов и Шарапов»",1991-03-12,,859558879877,+75299519504
108,1,ОАО «Савельев-Лазарева»,1960-05-02,,524735978304,8 033 714 9312
109,1,НПО «Шубина»,1977-10-31,,328606470345,+7 (615) 525-6485
110,1,ЗАО «Зуев Дроздова»,2006-08-03,,107278859305,82265042053
111,1,Еврохим,1972-07-03,,232001872411,+7 (678) 719-9509
112,1,Старттех,1962-12-05,,303472075797,85344594140
113,1,Романов Лтд,1996-01-26,,824882382479,8 680 363 8618
114,1,ЗАО «Мамонтов»,1980-04-15,,691726247042,+7 050 813 7704
115,1,БАСФ (BASF),1992-07-03,,889764056300,+7 (656) 298-2643
116,1,РАО «Казакова-Сергеева»,1989-12-18,,544308614803,8 832 168 9294
117,1,Государственная транспортная лизинговая компания,1987-11-20,,495670365300,+7 302 895 59 86
118,1,ИКЕА Дом (INGKA),1963-11-06,,350472356480,+7 731 669 0625
119,1,ЗАО «Морозова»,1979-05-04,,804850482830,8 (120) 171-7016
120,1,Журавлев и партнеры,1972-08-27,,742322728709,8 (953) 080-4628
121,1,АО «Никитина Харитонов»,,,872308175772,8 (108) 444-6860
122,1,En +,,,170263556564,+7 826 738 3169
123,1,ОАО «Лыткина-Архипова»,,,484436569098,8 191 245 7281
124,1,ООО «Родионов»,,,756282079569,+7 328 960 3945
125,1,Гришина Инк,,,313213115207,8 813 083 3535
126,1,АО «Шарапова Емельянова»,,,840201068856,+7 740 459 38 67
127,1,НПО «Юдин-Борисов»,,,083029555481,8 (655) 001-84-84
128,1,НПО «Шилова-Третьякова»,,,448416600224,83377669824
129,1,КДВ Групп,,,185996695980,86383994451
130,1,АО «Горбачева-Шарапов»,,,608022255902,+71769990704
131,1,РАО «Потапова»,,,847286257820,8 (547) 896-0243
132,1,ЗАО «Антонов-Григорьев»,,,549200026185,+7 (048) 746-4189
133,1,ЗАО «Исаков Орлов»,,,880962809083,8 386 122 50 28
134,1,Константинова и партнеры,,,281941404998,8 (157) 412-1152
135,1,Международный центр,,,786083514103,+7 (992) 334-4780
136,1,"НПО «Титов, Борисова и Голубев»",,,166469804180,8 (209) 910-8777
137,1,НПО «Комарова»,,,212188601904,+7 (825) 238-4343
138,1,ЗАО «Калинин-Шарапов»,,,913938817506,87463036699
139,1,ЗАО «Селезнева-Красильникова»,,,216894415137,+7 559 770 9227
140,1,Сатурн-Р,,,779556097225,8 740 684 9937
141,1,"РАО «Константинова, Самойлов и Орехов»",,,670958879103,8 360 973 6953
142,1,АО «Соболев Кононова»,,,377913311315,8 308 998 56 14
143,1,DDS,,,748628575264,8 057 142 3682
144,1,"АО «Исакова, Михайлова и Фокин»",,,221296969200,8 (231) 223-53-02
145,1,Прохорова Лтд,,,390853893183,+75176592621
146,1,НПО «Куликов»,,,211576215223,+7 740 166 10 10
147,1,Ефимов Лимитед,,,090137526859,+7 (865) 599-81-79
148,1,СДС Азот,,,636444717646,+7 289 556 0928
149,1,НПО «Ершова-Федотов»,,,647493425813,8 763 535 17 10
150,1,"ОАО «Чернова, Дмитриев и Крылов»",,,923647019594,+75774419817
151,1,Группа Волга-Днепр,,,487273956015,8 (500) 424-2012
152,1,ЗАО «Кондратьева-Хохлова»,,,144743681323,8 826 308 3603
153,1,НПО «Петрова Лихачева»,,,776679063809,8 934 212 8742
154,1,Пономарев Лтд,,,843586701535,8 479 136 53 81
155,1,Джонсон & Джонсон (Johnson & Johnson),,,092825889230,8 485 214 41 00
156,1,ОАО «Филиппов»,,,543707051244,+7 (327) 184-3897
157,1,ИП «Самсонова»,,,901265032646,+7 119 544 4930
158,1,ИП «Коновалов-Панфилова»,,,661172517422,8 (813) 248-0373
159,1,Калинина Лимитед,,,043823982297,8 946 828 1111
160,1,ИП «Зимина-Егорова»,,,115994971528,8 380 181 2554
161,1,ИП «Некрасова»,,,700784249701,+7 224 512 52 29
162,1,Восточная горнорудная компания,,,131492733892,+7 876 763 05 01
163,1,"НПО «Кононов, Шарапов и Федотов»",,,811169457985,+7 (996) 733-5062
164,1,Крюков Инкорпорэйтед,,,864392609528,80096528652
165,1,ЗАО «Жукова Кондратьева»,,,540730073032,+7 545 563 8078
166,1,"АО «Русакова, Устинов и Шашков»",,,843931121762,86055067392
167,1,Eurasia Drilling Company,,,616343984307,8 (393) 038-0292
168,1,ЗАО «Жданова-Мартынов»,,,275270456763,+7 580 917 3534
169,1,Владимирова Лимитед,,,505689472460,8 417 075 4603
170,1,Дочки-Сыночки,,,024070663058,8 (487) 494-2382
171,1,Бобылев и партнеры,,,519666306809,8 861 717 9130
172,1,Кондратьева Групп,,,707776139306,8 (493) 775-5671
173,1,ИП «Орлов»,,,841423257895,+7 (008) 525-03-57
174,1,"ИП «Воронов, Соколов и Афанасьева»",,,233856746150,+7 233 581 88 95
175,1,"ИП «Доронина, Иванова и Якушев»",,,880848883395,+7 (046) 834-7345
176,1,ООО «Лукина Анисимов»,,,355242829075,+7 (036) 139-7716
177,1,ВЭБ.РФ,,,878128521939,+7 (430) 683-86-18
178,1,ООО «Зиновьева»,,,848043720855,8 (724) 432-5247
179,1,Зимин и партнеры,,,654662762415,8 822 773 21 76
180,1,ЗАО «Рогова»,,,506411299529,8 677 257 20 86
181,1,НПО «Селезнев-Фомичев»,,,258719944708,+7 (326) 880-3662
182,1,АО «Сазонова»,,,039247662193,+7 (774) 355-9223
183,1,РАО «Чернова Капустин»,,,469962459530,+7 (096) 284-5148
184,1,Ренейссанс Констракшн (Ronesans Holding Anonim Sirketi),,,315811509635,+7 (193) 660-3824
185,1,"АО «Жуков, Игнатьев и Шубина»",,,157533466201,8 (132) 552-94-98
186,1,ОАО «Захарова Крылов»,,,677160775024,+7 (586) 290-9272
187,1,"ЗАО «Комаров, Соловьев и Ефимов»",,,637809229064,85764233132
188,1,"АО «Ларионова, Кононова и Моисеева»",,,687061290480,8 (819) 849-2397
189,1,Мельников и партнеры,,,859713120879,80817996790
190,1,ЗАО «Турова Кириллов»,,,673477313046,87068692247
191,1,НПО «Носова-Лукина»,,,159693152870,8 (584) 024-4742
192,1,ОАО «Журавлев Беспалов»,,,423820587392,+7 (067) 967-68-54
193,1,"ООО «Рожкова, Коновалова и Игнатьев»",,,868992803235,8 (935) 625-27-47
194,1,Медведев и партнеры,,,121813983805,87298773757
195,1,Буров и партнеры,,,906628441235,+7 099 146 4264
196,1,ЗАО «Уваров»,,,739439766004,+7 (838) 535-08-74
197,1,"ЗАО «Белова, Одинцова и Морозов»",,,267718694915,8 (544) 136-88-39
198,1,АО «Ершова»,,,579205319385,+73557834157
199,1,Сони Электроникс (Sony),,,226807464881,8 (803) 994-3373
200,1,ММК,,,325143709726,+75675330855
201,1,АО «Казаков-Кулагина»,,,171118872100,80214875228
202,1,ООО «Горбунов Сергеев»,,,239343213887,8 (048) 097-85-92
203,1,Симонов Групп,,,158374241138,8 210 603 09 04
204,1,ЗАО «Блинов»,,,697595346760,+7 201 093 76 19
205,1,"ОАО «Блохина, Щербаков и Быков»",,,785201072149,8 825 893 32 56
206,1,"ИП «Шубина, Молчанов и Мельников»",,,421604219200,+7 441 346 6524
207,1,Морозова Групп,,,913921857290,81257338781
208,1,ЗАО «Дроздова-Никонова»,,,578106406910,+7 269 575 72 53
209,1,ЗАО «Данилов»,,,731525085685,+7 156 506 1746
210,1,ВЭБ.РФ,,,925389395829,+7 (037) 708-3306
211,1,АО «Калашников»,,,522924296409,8 006 803 20 74
212,1,ИП «Никифоров-Чернова»,,,183373956398,+7 (522) 267-09-92
213,1,"ООО «Комаров, Артемьев и Михеев»",,,675763648897,8 529 478 5984
214,1,"ИП «Игнатова, Рыбаков и Громов»",,,795626899365,8 (256) 415-90-99
215,1,АО «Евсеева Анисимов»,,,768003548220,+75127941305
216,1,ЗАО «Зайцев»,,,691099281900,8 137 958 61 23
217,1,Воробьев Инкорпорэйтед,,,466599874660,+7 (033) 372-62-74
218,1,ЗАО «Евдокимов»,,,096452510277,+7 (811) 264-24-70
219,1,"ООО «Тетерина, Маслов и Орехова»",,,140578370123,+7 256 855 0923
220,1,ИП «Гусев-Козлов»,,,391426577740,8 (313) 098-0207
221,1,АО «Шубин Поляков»,,,463413581520,+7 (956) 837-9556
222,1,НПО «Прохоров»,,,150332076093,+79905197025
223,1,"АО «Носов, Воронцов и Носкова»",,,822111260468,8 105 223 6150
224,1,ОАО «Горшкова-Воробьева»,,,040250962060,+7 926 244 6554
225,1,ОАО «Комаров Гришин»,,,235385717303,8 462 455 0998
226,1,ООО «Кузьмина-Горшкова»,,,427283780901,8 844 800 72 77
227,1,НПО «Моисеева»,,,875133251288,+7 (935) 647-4895
228,1,Рогов и партнеры,,,729055053024,8 (194) 246-70-92
229,1,ОАО «Родионова»,,,141163333165,+74776926997
230,1,Группа Мэйджор,,,344818085319,8 (262) 590-1109
231,1,НПО «Князев Воробьева»,,,917894661920,+7 (045) 749-74-68
232,1,ООО «Ковалева»,,,046936658307,+7 792 817 27 45
233,1,ИП «Голубева-Исаков»,,,507075256535,8 630 257 1622
234,1,Лига ставок,,,160185844502,+7 326 264 1470
235,1,НПО «Суворов Карпов»,,,565535851530,8 881 234 1049
236,1,ЭС,,,453448265209,8 (990) 959-7128
237,1,ОАО «Кузнецова Воробьев»,,,462767154362,+7 (113) 048-8161
238,1,РАО «Соловьев»,,,553260417012,+7 847 656 02 59
239,1,Меркушева Групп,,,412297310869,87908342208
240,1,"АО «Комиссаров, Копылов и Кононов»",,,499233354568,8 (142) 190-59-52
241,1,Агентство по страхованию вкладов (АСВ),,,110353982921,+7 240 487 8742
242,1,"ЗАО «Стрелкова, Гурьев и Брагина»",,,314526626280,8 (173) 089-6456
243,1,"ЗАО «Самойлов, Крюков и Абрамова»",,,281195365190,+7 (062) 057-72-36
244,1,"ИП «Шубина, Жданова и Самойлов»",,,596790261731,8 736 071 70 02
245,1,РАО «Михайлова»,,,804707335755,8 157 308 01 09
246,1,ЗАО «Иванова-Лапина»,,,121237247190,8 337 798 2964
247,1,"РАО «Богданов, Савина и Степанова»",,,661513075939,8 430 283 68 49
248,1,"АО «Гущин, Фомин и Наумова»",,,017935893205,+71542022881
249,1,Уральский банк реконструкции и развития,,,315067353074,+7 (094) 546-5935
250,1,ИП «Дементьев»,,,161507058579,8 (092) 550-67-91
251,1,АО «Князева Воробьева»,,,807178467751,+7 417 852 6637
252,1,"НПО «Одинцов, Сергеев и Белова»",,,381975888316,8 (771) 793-7553
253,1,"РАО «Зайцева, Новиков и Устинова»",,,521428436110,+7 764 190 95 67
254,1,НПО «Шестаков Сысоев»,,,713809908559,+79704240040
255,1,Гугл (Google),,,914170070797,+7 (886) 573-37-52
256,1,Компания Луис Дрейфус Восток (Louis Dreyfus),,,238067924301,+7 610 819 64 78
257,1,РАО «Федотов Меркушева»,,,584951836574,+7 930 280 5041
258,1,"АО «Андреева, Андреев и Поляков»",,,611778978204,8 (220) 362-65-46
259,1,"ООО «Дроздова, Максимов и Логинова»",,,036345154851,+7 (208) 567-6839
260,1,ОАО «Осипова Ефимова»,,,344261939290,+7 (420) 239-97-90
261,1,Алкоторг,,,050440328595,+7 (921) 234-9024
262,1,Михайлова Лтд,,,506844104917,81997372750
263,1,"ООО «Ермаков, Дроздова и Сысоева»",,,894410546008,8 360 068 5625
264,1,АО «Горбачева»,,,200827627795,+7 (929) 469-76-09
265,1,"НПО «Иванов, Денисова и Хохлова»",,,892912292160,+7 265 153 97 38
266,1,РАО «Ефимов-Миронова»,,,302881620730,8 839 325 67 11
267,1,НПО «Соболев Гаврилова»,,,213944835960,8 (501) 409-80-46
268,1,"РАО «Стрелков, Суханов и Николаева»",,,814592024771,+7 (303) 096-7393
269,1,Дорофеев Лимитед,,,276433253926,+70071486555
270,1,ИП «Фролова Мишин»,,,360869698527,8 (238) 552-8935
271,1,РАО «Шестакова Яковлев»,,,815931402172,+7 (439) 561-29-49
272,1,ЗАО «Савина-Крылов»,,,018293881614,+7 (002) 016-8538
273,1,АО «Устинова»,,,568067253266,8 (832) 327-4638
274,1,ЗАО «Копылова»,,,499287931532,8 917 652 1246
275,1,Горбунова и партнеры,,,166035779982,8 885 022 6393
276,1,АО «Назарова»,,,371015653695,8 (998) 725-3528
277,1,АО «Овчинников-Брагина»,,,503188982820,8 (755) 784-60-35
278,1,СОГАЗ,,,664234851792,8 969 565 0360
279,1,ИП «Ершова Гуляев»,,,052640936636,+7 (714) 551-20-82
280,1,РАО «Осипов»,,,584778990463,8 527 102 9457
281,1,ЗАО «Большакова»,,,219287228468,8 970 417 10 86
282,1,Никонова и партнеры,,,850552296713,8 (606) 380-27-55
283,1,"ОАО «Александров, Мухин и Мельников»",,,429277511407,80053298690
284,1,НПО «Лихачев»,,,505257204665,+7 (122) 998-2635
285,1,НПО «Исаев Карпова»,,,386404034816,+7 150 151 4161
286,1,"АО «Стрелкова, Носков и Одинцова»",,,746378871105,+78843384826
287,1,"РАО «Кондратьева, Брагина и Мишина»",,,854617975640,80180283200
288,1,ООО «Кузьмин Игнатьева»,,,843944623671,+7 (681) 422-9182
289,1,ОАО «Ширяева Александрова»,,,823772076205,8 (657) 310-7495
290,1,ОАО «Гущин-Дмитриев»,,,746250955129,8 (273) 839-85-62
291,1,Давыдов Инкорпорэйтед,,,807942757343,8 (118) 795-00-75
292,1,Миронов Лтд,,,185517566518,+7 (092) 258-03-59
293,1,Российская электроника,,,316205336737,8 486 183 74 07
294,1,ООО «Евдокимова»,,,837238363540,8 133 528 96 56
295,1,НПО «Агафонов Дмитриева»,,,807674352028,+70376098739
296,1,Гуляев Лтд,,,634941299113,8 (838) 869-58-62
297,1,"АО «Лукина, Меркушев и Прохорова»",,,285932713595,8 518 954 34 98
298,1,Цветкова Лимитед,,,852084475990,8 422 023 4841
299,1,АО «Тимофеев-Никитина»,,,763510870452,8 (287) 256-73-87
300,1,ОАО «Муравьев»,,,773378154493,8 (282) 851-26-52
301,1,Архипов Лимитед,,,146107814611,8 (203) 810-5653
302,1,Энел Россия,,,589769361732,8 829 293 3609
303,1,НПО «Рябов-Гордеев»,,,388853238296,8 835 038 04 65
304,1,ООО «Шестаков»,,,530849502290,8 018 721 6839
305,1,ООО «Рыбаков-Селиверстов»,,,114635069499,8 (934) 182-38-54
306,1,Ренейссанс Констракшн (Ronesans Holding Anonim Sirketi),,,538069625087,+7 924 383 94 37
307,1,Марс (Mars),,,151642009998,88595935079
308,1,"ООО «Рыбакова, Молчанов и Горбунова»",,,430473591952,8 695 734 3909
309,1,Соловьева Лимитед,,,141437137800,8 (928) 032-1097
310,1,Капустин Инк,,,771298360070,+7 785 265 9868
311,1,ЗАО «Беспалов-Веселов»,,,638606404883,+7 (205) 843-9482
312,1,НПО «Копылов-Симонов»,,,419964214558,+7 (313) 630-5296
313,1,РАО «Турова Нестерова»,,,259150120999,+73808116328
314,1,РАО «Стрелкова»,,,822381207000,+7 (934) 398-4349
315,1,Вирлпул Рус (Whirlpool),,,842709602895,8 696 109 6030
316,1,ЗАО «Воронцова-Муравьев»,,,452057854500,+7 (053) 005-04-52
317,1,ИП «Сафонова-Некрасов»,,,348389688150,+72671407334
318,1,АХ Степь,,,320638567289,8 462 835 88 35
319,1,"РАО «Доронин, Гришина и Соколова»",,,643123576112,+7 (299) 572-2901
320,1,"ИП «Аксенов, Исаков и Тихонов»",,,423579119467,8 211 398 4888
321,1,НПО «Денисов»,,,837583069291,8 (621) 423-6792
322,1,ООО «Тимофеева Федоров»,,,734680885508,88424360786
323,1,Петухова Групп,,,572464913394,+7 436 934 30 40
324,1,КМР и СНГ (KIA),,,714104501371,+7 345 799 74 92
325,1,НПО «Ефремов»,,,327864415317,8 612 015 5917
326,1,ОАО «Кулаков-Романова»,,,756895324241,+71728479707
327,1,"ИП «Калашникова, Ермаков и Шарова»",,,267214736002,+7 848 408 33 27
328,1,Фомичев Лимитед,,,010886435694,87051987177
329,1,ЗАО «Щукин Панова»,,,024754799353,+7 012 281 4743
330,1,ОАО «Ларионова-Овчинникова»,,,721732431591,+7 456 174 3420
331,1,Мазда Соллерс Мануфэкчуринг Рус,,,069167410619,+7 394 766 18 79
332,1,"ИП «Шашков, Аксенова и Нестеров»",,,192549315420,+75196912546
333,1,ИП «Гусев Орехов»,,,528876532608,+7 (468) 094-4872
334,1,ИП «Яковлев-Ширяева»,,,855215417460,+77085885942
335,1,ООО «Блинов Ершова»,,,461256474709,8 204 778 37 72
336,1,ГК ЕКС,,,405711085403,+7 (632) 914-67-22
337,1,Верный,,,569895639833,+7 168 433 1169
338,1,"ОАО «Некрасов, Орехов и Белоусова»",,,677482214457,83667424968
339,1,"РАО «Третьякова, Ильин и Михеев»",,,182500395481,8 266 423 8861
340,1,ОАО «Владимирова»,,,518159467315,+7 (458) 344-69-34
341,1,НПО «Елисеев-Гуляева»,,,390218578356,8 (537) 498-94-65
342,1,Агафонова Инк,,,590354478885,+7 (308) 473-3341
343,1,РАО «Соловьев-Кудряшова»,,,270844248738,+7 993 032 77 93
344,1,"НПО «Лаврентьев, Филатова и Лихачев»",,,073020519355,8 940 567 24 04
345,1,РАО «Евдокимова Фролов»,,,441997638483,8 842 747 11 56
346,1,Авдеева Инкорпорэйтед,,,684611821478,84074208537
347,1,Некрасова Лимитед,,,654551777600,+7 658 933 97 53
348,1,ЗАО «Пахомов Киселева»,,,556259703889,8 (785) 831-05-27
349,1,ОАО «Козлова»,,,543655975549,8 741 945 3923
350,1,Громова Лтд,,,440476697061,8 (347) 956-4678
351,1,Сетевая компания,,,373539756525,+7 675 734 86 91
352,1,ЗАО «Комиссаров-Гуляева»,,,123360866371,87559509337
353,1,Мострансавто,,,650872421904,82773378365
354,1,ЗАО «Королев-Ермаков»,,,864918173798,8 (291) 611-2893
355,1,"РАО «Лихачев, Котов и Беспалов»",,,373396444268,8 139 655 4480
356,1,"ОАО «Копылов, Маркова и Кошелев»",,,731758308912,8 708 673 0263
357,1,АО «Мельникова Капустин»,,,277315872382,+7 (952) 665-55-28
358,1,ЗАО «Васильева»,,,101171787304,+7 602 039 63 71
359,1,Ягуар ленд ровер,,,436511548510,8 (359) 779-1728
360,1,"ОАО «Блинов, Соболев и Кабанова»",,,770668216308,8 117 616 9775
361,1,ЗАО «Фролов»,,,146265615672,+76537745496
362,1,РАО «Павлова-Силин»,,,293933391216,8 (951) 513-0982
363,1,ОАО «Ершов»,,,913778127420,+7 (544) 710-92-35
364,1,Зарубежнефть,,,198725789884,+7 (848) 416-3702
365,1,РАО «Васильев»,,,010192645454,+7 (203) 313-54-47
366,1,НПО «Сорокин-Горбунов»,,,675943083653,+7 868 857 6893
367,1,ООО «Фомичева Носова»,,,841501375497,+7 (211) 119-0276
368,1,ЗАО «Данилов-Зиновьева»,,,359294759605,86094964921
369,1,РАО «Гаврилова-Сысоев»,,,759368449506,+75746372257
370,1,Сургутнефтегаз,,,474518886905,8 477 560 3099
